"","id_sample","ab","mass","q0","q1","q2","HabitatAgricultural_area","HabitatArable_land","HabitatBuildings","HabitatCoastal","HabitatDeciduous","HabitatFew_no_vegetation","HabitatForest","HabitatForest_semi_natural_area","HabitatGardens","HabitatGrassland","HabitatParks","HabitatPasture_meadows","HabitatShrub_heatland","HabitatUrban_green_areas","HabitatArtificial_surface","HabitatPerenial","HabitatMineral_extraction_sites","HabitatCaves","HabitatRunning_water_banks","HabitatInland","HabitatPeatbog","HabitatSempervirent","HabitatCrop","HabitatOrchards","HabitatStanding_water_banks","HabitatFallow","HabitatDump","HabitatH","Body_length"
"87","ANI-21-0765",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","ANI-21-0776",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","ANI-21-0886",2,1.0274,1,1,1,0,0,0,0.032258064516129,0.0967741935483871,0,0.290322580645161,0.32258064516129,0,0.0645161290322581,0,0,0,0,0,0,0,0,0,0.0967741935483871,0,0,0,0,0,0,0.0967741935483871,2.43763926302091,30.625
"90","ANI-21-0897",3,1.1781,1,1,1,0,0,0,0,0,0,0.272727272727273,0.272727272727273,0,0.181818181818182,0,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98082593622908,30
"91","ANI-21-0908",2,1.0104,1,1,1,0,0,0,0,0,0,0.333333333333333,0.222222222222222,0,0.222222222222222,0,0,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97493750120193,18
"92","ANI-22-0060",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","ANI-22-0115",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","ANI-22-0258",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","ANI-22-0280",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","ANI-22-0291",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","ANI-22-0302",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","ANI-21-0568",2,1.1661,1,1,1,0,0,0,0.032258064516129,0.0967741935483871,0,0.290322580645161,0.32258064516129,0,0.0645161290322581,0,0,0,0,0,0,0,0,0,0.0967741935483871,0,0,0,0,0,0,0.0967741935483871,2.43763926302091,30.625
"99","ANI-21-0612",2,1.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","ANI-21-0634",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","ANI-21-0678",2,1.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","ANI-21-0755",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","ANI-21-0766",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","ANI-21-0777",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","ANI-21-0854",2,1.044,1,1,1,0,0.166666666666667,0,0,0,0,0,0.166666666666667,0,0,0,0.333333333333333,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,2.25162916738782,45
"106","ANI-21-0887",2,1.0611,1,1,1,0,0,0,0.032258064516129,0.0967741935483871,0,0.290322580645161,0.32258064516129,0,0.0645161290322581,0,0,0,0,0,0,0,0,0,0.0967741935483871,0,0,0,0,0,0,0.0967741935483871,2.43763926302091,30.625
"107","ANI-21-0898",2,1.0763,1,1,1,0,0,0,0,0,0,0.272727272727273,0.272727272727273,0,0.181818181818182,0,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98082593622908,30
"108","ANI-21-0964",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","ANI-21-0975",2,1.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","ANI-21-0986",2,1.0075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","ANI-22-0006",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","ANI-22-0083",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","ANI-22-0105",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","ANI-22-0149",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","ANI-22-0292",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","ANI-22-0303",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","ANI-21-0547",9,2.4014,2,1.64938488846612,1.47058823529412,0,0,0,0,0,0,0.278181818181818,0.298181818181818,0,0.205454545454545,0,0.218181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8988508678742,28.7
"118","ANI-21-0558",5,3.5186,3,2.82842712474619,2.66666666666667,0.00892857142857143,0.0267857142857143,0,0.0161290322580645,0.0751728110599078,0,0.238018433179724,0.279147465437788,0.00892857142857143,0.134043778801843,0,0.0357142857142857,0.00892857142857143,0,0.0178571428571429,0.0178571428571429,0,0,0.00892857142857143,0.057315668202765,0,0,0,0.00892857142857143,0.00892857142857143,0,0.0483870967741935,2.54317580968772,67.7075
"119","ANI-21-0569",2,1.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","ANI-21-0580",2,1.0509,1,1,1,0,0,0.0285714285714286,0.0571428571428571,0,0,0.285714285714286,0.0428571428571429,0.0285714285714286,0.157142857142857,0,0.114285714285714,0.185714285714286,0,0,0,0,0,0,0,0.0285714285714286,0.0428571428571429,0,0,0,0.0285714285714286,0,2.95631443061756,25.5777272727273
"121","ANI-21-0624",11,2.9054,3,2.4602329762891,2.13333333333333,0,0,0,0,0,0,0.227272727272727,0.227272727272727,0,0.151515151515152,0,0.227272727272727,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,1.6506882801909,39.6875
"122","ANI-21-0657",2,1.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","ANI-21-0668",23,4.789,7,6.08914187922086,5.48780487804878,0.0035377358490566,0,0.0308814858490566,0.0179834905660377,0.0141509433962264,0,0.455774792228212,0.171159029649596,0.0179834905660377,0.127242671832884,0,0.00471698113207547,0.0230689858490566,0.0546875,0,0,0.0035377358490566,0.01171875,0.0416666666666667,0.0218897405660377,0,0,0,0,0,0,0,1.73278094313809,12.2584134615385
"124","ANI-21-0679",20,3.6573,4,2.67269615442102,2.05714285714286,0,0,0,0,0,0,0.3,0,0,0,0,0.15,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,1.40600757931233,42.6666666666667
"125","ANI-21-0690",4,2.9608,2,2,2,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
"126","ANI-21-0767",3,1.13,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.89
"127","ANI-21-0778",2,1.191,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
"128","ANI-21-0822",2,1.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","ANI-21-0888",18,6.1619,5,4.75682846001088,4.57142857142857,0.0151515151515152,0.0673400673400673,0,0.010752688172043,0.032258064516129,0,0.187683284457478,0.201802975996524,0,0.0972629521016618,0,0.127946127946128,0.0151515151515152,0,0.0858585858585859,0.0336700336700337,0,0,0.0151515151515152,0.0474095796676442,0.0151515151515152,0,0,0.0151515151515152,0,0,0.032258064516129,2.68831422948751,61.202
"130","ANI-21-0899",7,1.7846,3,2.58640928985893,2.27272727272727,0.00657894736842105,0.0131578947368421,0,0,0,0,0.230861244019139,0.217703349282297,0.0131578947368421,0.1561004784689,0,0.250598086124402,0.00657894736842105,0.00657894736842105,0.0131578947368421,0.0131578947368421,0,0,0.0197368421052632,0.00657894736842105,0,0,0.0197368421052632,0.00657894736842105,0.0197368421052632,0,0,2.42476557748628,34.375
"131","ANI-21-0954",5,1.2516,3,2.82842712474619,2.66666666666667,0.00707547169811321,0,0.00707547169811321,0.00471698113207547,0.0283018867924528,0,0.591981132075472,0.181603773584906,0.00471698113207547,0.14622641509434,0,0.00943396226415094,0.00707547169811321,0,0,0,0.00707547169811321,0,0,0.00471698113207547,0,0,0,0,0,0,0,0.939673010850177,13.9583333333333
"132","ANI-21-0965",2,1.0041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","ANI-21-0987",2,1.0041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","ANI-21-0998",2,1.0081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","ANI-21-0559",2,1.1459,1,1,1,0,0,0,0.032258064516129,0.0967741935483871,0,0.290322580645161,0.32258064516129,0,0.0645161290322581,0,0,0,0,0,0,0,0,0,0.0967741935483871,0,0,0,0,0,0,0.0967741935483871,2.43763926302091,30.625
"136","ANI-21-0570",5,1.5297,2,1.75476535060332,1.6,0,0,0,0,0,0,0.287878787878788,0.26010101010101,0,0.191919191919192,0,0.204545454545455,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97935382747229,27
"137","ANI-21-0581",7,1.2587,3,2.82842712474619,2.66666666666667,0,0,0,0,0,0,0.29469696969697,0.291919191919192,0,0.221464646464646,0,0.136363636363636,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87688499202869,25.375
"138","ANI-21-0614",5,1.294,1,1,1,0,0,0,0,0,0,0.272727272727273,0.272727272727273,0,0.181818181818182,0,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98082593622908,30
"139","ANI-21-0625",6,2.568,2,1.75476535060332,1.6,0,0,0,0,0,0,0.204545454545455,0.204545454545455,0,0.136363636363636,0,0.204545454545455,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1.48561945217181,40.625
"140","ANI-21-0658",2,1.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","ANI-21-0669",8,1.0767,2,1.96013170420779,1.92307692307692,0,0,0,0,0,0,0.866666666666667,0,0,0,0,0,0,0,0,0,0,0,0.133333333333333,0,0,0,0,0,0,0,0,0.367318333621796,17.8
"142","ANI-21-0680",3,1.1988,2,2,2,0,0,0,0,0,0,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0.428571428571429,0,0,0,0,0,0,0,0,0.985228136034252,27.5833333333333
"143","ANI-21-0702",3,1.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","ANI-21-0757",9,1.6231,2,1.75476535060332,1.6,0,0,0.0285714285714286,0.0571428571428571,0,0,0.285714285714286,0.0428571428571429,0.0285714285714286,0.157142857142857,0,0.114285714285714,0.185714285714286,0,0,0,0,0,0,0,0.0285714285714286,0.0428571428571429,0,0,0,0.0285714285714286,0,2.95631443061756,60.3119318181818
"145","ANI-21-0779",2,1.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","ANI-21-0790",2,1.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","ANI-21-0823",2,1.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","ANI-21-0834",6,1.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","ANI-21-0889",4,1.1308,1,1,1,0,0,0,0,0,0,0.272727272727273,0.272727272727273,0,0.181818181818182,0,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98082593622908,30
"150","ANI-21-0900",5,1.1896,2,1.88988157484231,1.8,0,0,0,0,0,0,0.333333333333333,0.222222222222222,0,0.222222222222222,0,0,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97493750120193,18
"151","ANI-21-0911",6,1.0343,1,1,1,0,0,0,0,0,0,0.333333333333333,0.222222222222222,0,0.222222222222222,0,0,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97493750120193,18
"152","ANI-21-0955",3,1.914,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","ANI-21-0966",3,1.271,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","ANI-21-1010",2,1.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","ANI-22-0019",18,8.993,4,3.74674829750099,3.55555555555556,0,0.222222222222222,0,0,0,0,0,0.111111111111111,0,0,0,0.222222222222222,0,0,0.333333333333333,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,2.19715972342415,73.159
"156","ANI-22-0052",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","ANI-22-0085",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","ANI-22-0206",3,1.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","ANI-22-0217",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","ANI-22-0228",6,1.375,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","ANI-22-0239",7,1.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
